area,rank,title
Image Retrieval,106,MILDNet: A Lightweight Single Scaled Deep Ranking Architecture
Image Retrieval,107,Retrieving Similar E-Commerce Images Using Deep Learning
Image Retrieval,108,Contrastive Language-Image Pre-training for the Italian Language
Image Retrieval,109,Guided Similarity Separation for Image Retrieval
Image Retrieval,110,SoDeep: a Sorting Deep net to learn ranking loss surrogates
Image Retrieval,111,Understanding Image Retrieval Re-Ranking: A Graph Neural Network Perspective
Image Retrieval,112,Doodle to Search: Practical Zero-Shot Sketch-based Image Retrieval
Image Retrieval,113,Embedding Expansion: Augmentation in Embedding Space for Deep Metric Learning
Image Retrieval,114,MIC: Mining Interclass Characteristics for Improved Metric Learning
Image Retrieval,115,Dialog-based Interactive Image Retrieval
Image Retrieval,116,Geolocation Estimation of Photos using a Hierarchical Model and Scene Classification
Image Retrieval,117,M3P: Learning Universal Representations via Multitask Multilingual Multimodal Pre-training
Image Retrieval,118,Large-Scale Historical Watermark Recognition: dataset and a new consistency-based approach
Image Retrieval,119,Matchable Image Retrieval by Learning from Surface Reconstruction
Image Retrieval,120,Content-based image retrieval tutorial
Image Retrieval,121,LCD -- Line Clustering and Description for Place Recognition
Image Retrieval,122,Learning and aggregating deep local descriptors for instance-level recognition
Image Retrieval,123,Generalized Product Quantization Network for Semi-supervised Image Retrieval
Image Retrieval,124,ProxyNCA++: Revisiting and Revitalizing Proxy Neighborhood Component Analysis
Image Retrieval,125,Image Search With Text Feedback by Visiolinguistic Attention Learning
Image Retrieval,126,On the Unreasonable Effectiveness of Centroids in Image Retrieval
Image Retrieval,127,Hashing as Tie-Aware Learning to Rank
Image Retrieval,128,"Socializing the Semantic Gap: A Comparative Survey on Image Tag Assignment, Refinement and Retrieval"
Image Retrieval,129,VidLanKD: Improving Language Understanding via Video-Distilled Knowledge Transfer
Image Retrieval,130,Unsupervised Semantic-based Aggregation of Deep Convolutional Features
Image Retrieval,131,Unsupervised Part-based Weighting Aggregation of Deep Convolutional Features for Image Retrieval
Image Retrieval,132,Scene Graph Parsing as Dependency Parsing
Image Retrieval,133,SeqNet: Learning Descriptors for Sequence-based Hierarchical Place Recognition
Image Retrieval,134,SuperLoss: A Generic Loss for Robust Curriculum Learning
Image Retrieval,135,Fine-grained Visual Textual Alignment for Cross-Modal Retrieval using Transformer Encoders
Image Retrieval,136,Transformer Reasoning Network for Image-Text Matching and Retrieval
Image Retrieval,137,Instance-level Image Retrieval using Reranking Transformers
Image Retrieval,138,Binary Generative Adversarial Networks for Image Retrieval
Image Retrieval,139,"Hard negative examples are hard, but useful"
Image Retrieval,140,Sketch Less for More: On-the-Fly Fine-Grained Sketch-Based Image Retrieval
Image Retrieval,141,Grounded Situation Recognition
Image Retrieval,142,Sketch Less for More: On-the-Fly Fine-Grained Sketch Based Image Retrieval
Image Retrieval,143,Understanding the Limitations of CNN-based Absolute Camera Pose Regression
Image Retrieval,144,Learning Discriminative and Transformation Covariant Local Feature Detectors
Image Retrieval,145,Learning discriminative and transformation covariant local feature detectors.
Image Retrieval,146,Discriminative Region-based Multi-Label Zero-Shot Learning
Image Retrieval,147,A BFS-Tree of Ranking References for Unsupervised Manifold Learning
Image Retrieval,148,Fashion Image Retrieval with Capsule Networks
Image Retrieval,149,Multi-Modal Reasoning Graph for Scene-Text Based Fine-Grained Image Classification and Retrieval
Image Retrieval,150,Deep Metric Learning with BIER: Boosting Independent Embeddings Robustly
Image Retrieval,151,Multilingual Multimodal Pre-training for Zero-Shot Cross-Lingual Transfer of Vision-Language Models
Image Retrieval,152,DenserNet: Weakly Supervised Visual Localization Using Multi-scale Feature Aggregation
Image Retrieval,153,Explore-Exploit Graph Traversal for Image Retrieval
Image Retrieval,154,Query Attack via Opposite-Direction Feature:Towards Robust Image Retrieval
Image Retrieval,155,DOLG: Single-Stage Image Retrieval with Deep Orthogonal Fusion of Local and Global Features
Image Retrieval,156,DSSLIC: Deep Semantic Segmentation-based Layered Image Compression
Image Retrieval,157,Pose Correction for Highly Accurate Visual Localization in Large-Scale Indoor Spaces
Image Retrieval,158,The Group Loss for Deep Metric Learning
Image Retrieval,159,Unsupervised Neural Quantization for Compressed-Domain Similarity Search
Image Retrieval,160,A Modulation Module for Multi-task Learning with Applications in Image Retrieval
Image Retrieval,161,Hashing with Mutual Information
Image Retrieval,162,MIHash: Online Hashing with Mutual Information
Image Retrieval,163,A Hierarchical Dual Model of Environment- and Place-Specific Utility for Visual Place Recognition
Image Retrieval,164,Prototype-supervised Adversarial Network for Targeted Attack of Deep Hashing
Image Retrieval,165,Generalized Contrastive Optimization of Siamese Networks for Place Recognition
Image Retrieval,166,CoSMo: Content-Style Modulation for Image Retrieval With Text Feedback
Image Retrieval,167,Compositional Learning of Image-Text Query for Image Retrieval
Image Retrieval,168,A Zero-Shot Framework for Sketch-based Image Retrieval
Image Retrieval,169,Weakly Supervised Visual Semantic Parsing
Image Retrieval,170,Transferable Recognition-Aware Image Processing
Image Retrieval,171,Sketch-Guided Object Localization in Natural Images
Image Retrieval,172,Self-supervised Product Quantization for Deep Unsupervised Image Retrieval
Image Retrieval,173,VPR-Bench: An Open-Source Visual Place Recognition Evaluation Framework with Quantifiable Viewpoint and Appearance Change
Image Retrieval,174,Sketchformer: Transformer-based Representation for Sketched Structure
Image Retrieval,175,Enhancing Flood Impact Analysis using Interactive Retrieval of Social Media Images
Image Retrieval,176,Hashing with binary autoencoders
Image Retrieval,177,AVLnet: Learning Audio-Visual Language Representations from Instructional Videos
Image Retrieval,178,Shape-Aware Complementary-Task Learning for Multi-Organ Segmentation
Image Retrieval,179,Weakly Supervised Deep Image Hashing through Tag Embeddings
Image Retrieval,180,Proxy Synthesis: Learning with Synthetic Classes for Deep Metric Learning
Image Retrieval,181,VLGrammar: Grounded Grammar Induction of Vision and Language
Image Retrieval,182,BroadFace: Looking at Tens of Thousands of People at Once for Face Recognition
Image Retrieval,183,From Selective Deep Convolutional Features to Compact Binary Representations for Image Retrieval
Image Retrieval,184,Selective Deep Convolutional Features for Image Retrieval
Image Retrieval,185,Picture It In Your Mind: Generating High Level Visual Representations From Textual Descriptions
Image Retrieval,186,Semantic Diversity Learning for Zero-Shot Multi-label Classification
Image Retrieval,187,Deep Constrained Dominant Sets for Person Re-identification
Image Retrieval,188,Deep Priority Hashing
Image Retrieval,189,Deep Metric Learning with Angular Loss
Image Retrieval,190,DeVLBert: Learning Deconfounded Visio-Linguistic Representations
Image Retrieval,191,Detection and Retrieval of Out-of-Distribution Objects in Semantic Segmentation
Image Retrieval,192,Fine-grained Image Classification and Retrieval by Combining Visual and Locally Pooled Textual Features
Image Retrieval,193,Generative Domain-Migration Hashing for Sketch-to-Image Retrieval
Image Retrieval,194,Visual Word2Vec (vis-w2v): Learning Visually Grounded Word Embeddings Using Abstract Scenes
Image Retrieval,195,Adversarial Ranking Attack and Defense
Image Retrieval,196,VLASE: Vehicle Localization by Aggregating Semantic Edges
Image Retrieval,197,Zero-Shot Sketch-Image Hashing
Image Retrieval,198,Context Aware Query Image Representation for Particular Object Retrieval
Image Retrieval,199,Variational Interaction Information Maximization for Cross-domain Disentanglement
Image Retrieval,200,Semantic-Aware Knowledge Preservation for Zero-Shot Sketch-Based Image Retrieval
Optical Flow Estimation,1,AssembleNet: Searching for Multi-Stream Neural Connectivity in Video Architectures
Optical Flow Estimation,2,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Optical Flow Estimation,3,What Matters in Unsupervised Optical Flow
Optical Flow Estimation,4,Perceiver IO: A General Architecture for Structured Inputs & Outputs
Optical Flow Estimation,5,Depth-Aware Video Frame Interpolation
Optical Flow Estimation,6,Semantic Flow for Fast and Accurate Scene Parsing
Optical Flow Estimation,7,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation
Optical Flow Estimation,8,FlowNet 2.0: Evolution of Optical Flow Estimation with Deep Networks
Optical Flow Estimation,9,Deep Flow-Guided Video Inpainting
Optical Flow Estimation,10,RAFT: Recurrent All-Pairs Field Transforms for Optical Flow
Optical Flow Estimation,11,SDCNet: Video Prediction Using Spatially-Displaced Convolution
Optical Flow Estimation,12,SDC-Net: Video prediction using spatially-displaced convolution
Optical Flow Estimation,13,Temporal Interlacing Network
Optical Flow Estimation,14,A Fusion Approach for Multi-Frame Optical Flow Estimation
Optical Flow Estimation,15,"Models Matter, So Does Training: An Empirical Study of CNNs for Optical Flow Estimation"
Optical Flow Estimation,16,"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume"
Optical Flow Estimation,17,FlowNet: Learning Optical Flow with Convolutional Networks
Optical Flow Estimation,18,Learning to See Through Obstructions
Optical Flow Estimation,19,Video Frame Interpolation via Adaptive Separable Convolution
Optical Flow Estimation,20,Supervision by Registration and Triangulation for Landmark Detection
Optical Flow Estimation,21,Supervision-by-Registration: An Unsupervised Approach to Improve the Precision of Facial Landmark Detectors
Optical Flow Estimation,22,Learning Correspondence from the Cycle-Consistency of Time
Optical Flow Estimation,23,Deep multi-scale video prediction beyond mean square error
Optical Flow Estimation,24,"GeoNet: Unsupervised Learning of Dense Depth, Optical Flow and Camera Pose"
Optical Flow Estimation,25,Real-time Action Recognition with Enhanced Motion Vector CNNs
Optical Flow Estimation,26,DeMoN: Depth and Motion Network for Learning Monocular Stereo
Optical Flow Estimation,27,LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation
Optical Flow Estimation,28,DeepV2D: Video to Depth with Differentiable Structure from Motion
Optical Flow Estimation,29,Hidden Two-Stream Convolutional Networks for Action Recognition
Optical Flow Estimation,30,Optical Flow Estimation using a Spatial Pyramid Network
Optical Flow Estimation,31,Time Lens: Event-Based Video Frame Interpolation
Optical Flow Estimation,32,Three-Stream 3D/1D CNN for Fine-Grained Action Classification and Segmentation in Table Tennis
Optical Flow Estimation,33,Deep Video Inpainting
Optical Flow Estimation,34,"Competitive Collaboration: Joint Unsupervised Learning of Depth, Camera Motion, Optical Flow and Motion Segmentation"
Optical Flow Estimation,35,Robust Ego and Object 6-DoF Motion Estimation and Tracking
Optical Flow Estimation,36,SelFlow: Self-Supervised Learning of Optical Flow
Optical Flow Estimation,37,Video Enhancement with Task-Oriented Flow
Optical Flow Estimation,38,Future Frame Prediction for Anomaly Detection â A New Baseline
Optical Flow Estimation,39,Future Frame Prediction for Anomaly Detection -- A New Baseline
Optical Flow Estimation,40,Hybrid Neural Fusion for Full-frame Video Stabilization
Optical Flow Estimation,41,TDAN: Temporally-Deformable Alignment Network for Video Super-Resolution
Optical Flow Estimation,42,TDAN: Temporally Deformable Alignment Network for Video Super-Resolution
Optical Flow Estimation,43,Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model
Optical Flow Estimation,44,DF-VO: What Should Be Learnt for Visual Odometry?
Optical Flow Estimation,45,Fast Learning of Temporal Action Proposal via Dense Boundary Generator
Optical Flow Estimation,46,RANSAC-Flow: generic two-stage image alignment
Optical Flow Estimation,47,MaskFlownet: Asymmetric Feature Matching with Learnable Occlusion Mask
Optical Flow Estimation,48,Learning Blind Video Temporal Consistency
Optical Flow Estimation,49,End-to-End Learning of Motion Representation for Video Understanding
Optical Flow Estimation,50,Spatio-temporal video autoencoder with differentiable memory
